news_id,ticker_url,title,link,published_date,company,event,reason,publisher,industry,publisher_topic,instrument_id,yf_ticker,published_date_gmt,timezone,publisher_summary,predicted_side,predicted_move,content,language,begin_price,end_price,index_begin_price,index_end_price,price_change,price_change_percentage,index_price_change,index_price_change_percentage,daily_alpha,actual_side,volume,market
67700.0,https://finance.yahoo.com/quote/ZEAL.CO,zealand pharma continue strengthen strategic leadership innovation obesity related condition appointment steven johnson chief development officer,https://www.globenewswire.com/news-release/2025/05/19/3084051/0/en/Zealand-Pharma-continues-to-strengthen-strategic-leadership-of-innovation-in-obesity-and-related-conditions-with-appointment-of-Steven-Johnson-as-Chief-Development-Officer.html,2025-05-19 09:00:00+00:00,Zealand Pharma A/S,management_changes,"The predicted upward move of +0.28% for Zealand Pharma is likely due to the appointment of Steven Johnson as Chief Development Officer, signaling strengthened leadership in drug development for obesity treatments. This could enhance investor confidence and drive further innovations. Additionally, a solid executive team may attract partnerships and funding, positively impacting the company's market position and stock performance.",globenewswire_country_dk,country_dk,Press releases,945.0,ZEAL.CO,2025-05-19 13:00:00+00:00,Europe/Stockholm,Press release – No. 9 / 2025,UP,0.2767137107398836,19 2025 09 00 et source zealand pharma zealand pharma press release 9 2025 zealand pharma continue strengthen strategic leadership innovation obesity related condition appointment steven johnson chief development officer copenhagen denmark 19 2025 zealand pharma s nasdaq zeal cvr 20045078 biotechnology company focus discovery development innovative peptide base medicine today announce appointment steven johnson chief development officer steven join executive team lead regulatory development strategy zealand pharma appointment alongside chief medical officer david kendall recently appoint chief scientific officer utpal singh strengthen company s strategy lead field innovation management obesity related condition steven bring nearly 30 year experience drive drug development reg,en,417.1000061035156,417.8999938964844,594.2000122070312,588.0999755859375,0.79998779296875,0.1917975980010438,-6.10003662109375,-1.0265965156137316,1.2183941136147751,UP,322620.0,pre_market
21512.0,https://finance.yahoo.com/quote/TTE.PA/,chine totalenergie fournira 2 million de tonne par de gnl à sinopec pendant 15 an,https://live.euronext.com/fr/products/equities/company-news/2024-11-04-chine-totalenergies-fournira-2-millions-tonnes-par-gnl,2024-11-04 12:40:00+00:00,TOTALENERGIES,business_contracts,"The predicted upward move of +0.28% is likely due to TotalEnergies securing a significant long-term LNG contract with Sinopec, enhancing revenue stability. This deal may strengthen TotalEnergies' market position and investor confidence in energy sector growth.",euronext,60101000 Integrated Oil and Gas,Other subject,849.0,TTE.PA,2024-11-04 11:40:00+00:00,Europe/Paris,Company Announcement,DOWN,0.2829101026676532,information visit investor calendar https nasdaqbaltic com statistic en calendar nasdaq baltic issuer service 370 525 31459 vilnius 371 672 12431 riga 372 640 8800 tallinn https www nasdaqbaltic com nasdaq baltic common exchange regulate market alternative market north operate nasdaq company baltic state e nasdaq tallinn nasdaq riga ab nasdaq vilnius,fr,58.0,58.08000183105469,571.1799926757812,569.8099975585938,0.0800018310546875,0.1379341914735991,-1.3699951171875,-0.2398534848480153,0.3777876763216145,UP,2756060.0,regular_market
63674.0,https://www.google.com/finance/quote/VXRT:NASDAQ,vaxart inc report inducement grant nasdaq listing rule 5635 c 4,https://www.globenewswire.com/news-release/2025/03/27/3050477/25416/en/Vaxart-Inc-Reports-Inducement-Grants-Under-Nasdaq-Listing-Rule-5635-c-4.html,2025-03-27 08:00:00+00:00,Vaxart,changes_in_companys_own_shares,"The predicted upward move of +0.02% is likely due to the inducement equity awards, signaling confidence in new hires and future growth. This could attract investor interest and increase market sentiment, potentially improving Vaxart's stock performance in the near term.",globenewswire_biotech,biotech,Changes in company's own shares,336.0,VXRT,2025-03-27 12:00:00+00:00,US/Eastern,"SOUTH SAN FRANCISCO, Calif., March  27, 2025  (GLOBE NEWSWIRE) -- Vaxart, Inc. (Nasdaq: VXRT) (the “Company” or “Vaxart”) today announced that on March 24, 2025, the independent members of the Board of Directors granted inducement equity awards to (i) seven new non-executive employees, covering an aggregate of 292,500 shares of its common stock, consisting of stock options to purchase 195,000 shares and restricted stock unit awards covering 97,500 shares, and (ii) Laurie Hastings, our recently-appointed Senior Vice President, Human Resources, consisting of a stock option to purchase 300,000 shares and a restricted stock unit award covering 67,000 shares, in each case as a material inducement for those individuals to commence employment with Vaxart.",UP,0.0178608883568437,south san francisco calif march 27 2025 globe newswire vaxart inc nasdaq vxrt company vaxart today announce march 24 2025 independent member board director grant inducement equity award seven new non executive employee cover aggregate 292 500 share common stock consist stock option purchase 195 000 share restrict stock unit award cover 97 500 share ii laurie hastings recently appoint senior vice president human resource consist stock option purchase 300 000 share restricted stock unit award cover 67 000 share case material inducement individual commence employment vaxart,en,0.4600000083446502,0.4600000083446502,568.5900268554688,567.1799926757812,0.0,0.0,-1.4100341796875,-0.2479878494326668,0.2479878494326668,UP,1843400.0,pre_market
74042.0,https://www.google.com/finance/quote/MLYS:NASDAQ,mineralys therapeutic announce positive topline result phase 2 explore ckd trial lorundrostat treatment hypertension subject ckd albuminuria,https://www.globenewswire.com/news-release/2025/06/17/3100518/0/en/Mineralys-Therapeutics-Announces-Positive-Topline-Results-from-Phase-2-Explore-CKD-Trial-of-Lorundrostat-for-the-Treatment-of-Hypertension-in-Subjects-with-CKD-and-Albuminuria.html,2025-06-17 07:00:00+00:00,Mineralys Therapeutics,clinical_study,"The predicted upward move of +17.66% likely stems from positive clinical trial results demonstrating significant efficacy of lorundrostat in reducing systolic blood pressure. This achievement can enhance investor confidence, potentially increasing market demand for the asset. Successful outcomes may also attract partnerships or investment, impacting market positioning and competitive advantage.",globenewswire_biotech,biotech,Calendar of Events,283.0,MLYS,2025-06-17 11:00:00+00:00,US/Eastern,"– Explore-CKD met its primary endpoint; lorundrostat 25 mg once daily achieved a 9.3 mmHg reduction in systolic blood pressure, and a 7.5 mmHg placebo-adjusted reduction (p=0.0024) at four weeks –",UP,17.655645842606233,explore ckd meet primary endpoint lorundrostat 25 mg daily achieve 9 3 mmhg reduction systolic blood pressure 7 5 mmhg placebo adjust reduction p 0 0024 week,en,13.449999809265137,13.699999809265137,602.6799926757812,600.2100219726562,0.25,1.858736085838348,-2.469970703125,-0.4098312094547578,2.268567295293105,UP,1388500.0,pre_market
25709.0,https://live.euronext.com/en/product/equities/FR0000051732-XPAR/market-information,eviden lead charge high performance compute new ai ready scale networking offering,https://live.euronext.com/en/products/equities/company-news/2024-11-14-eviden-leads-charge-high-performance-computing-new-ai,2024-11-14 10:00:00+00:00,ATOS,product_services_announcement,"The likely cause of the predicted upward move of +1.62% is the announcement of Eviden's BXI v3, a new scaling technology for AI and HPC workloads. This innovation could enhance the competitiveness of Atos SE in cutting-edge tech sectors, leading to increased investor interest and market confidence. The launch's timing, anticipated for the second half of 2025, suggests long-term growth",euronext,10101010 Computer Services,-,204.0,ATO.PA,2024-11-14 09:00:00+00:00,Europe/Paris,Company Announcement,UP,1.616199430130163,14 nov 2024 10 00 cet ato se paris france november 14 2024 eviden ato group business lead advanced computing today announce launch bxi v3 generation european scale network technology specifically design artificial intelligence ai high performance compute hpc workload set available second half 2025 ai hpc domain witness exponential increase compute power exascale1 workload trillion parameter large language model develop contrast scale network backbone system see performance improvement represent networking wall advance ai hpc science require radically different approach address challenge eviden develop generation patented bullsequana exascale interconnect bxi v3 partnership french cea atomic energy commission alternative energy,en,2900.0,1895.0,597.3200073242188,593.3499755859375,-1005.0,-4.78333217143746,-3.97003173828125,-0.6646406766224993,-4.839465233368983,DOWN,1042.0,regular_market
63160.0,https://www.google.com/finance/quote/CAPR:NASDAQ,capricor therapeutic present fourth quarter year 2024 financial result recent corporate update march 19,https://www.globenewswire.com/news-release/2025/03/11/3040630/0/en/Capricor-Therapeutics-to-Present-Fourth-Quarter-and-Full-Year-2024-Financial-Results-and-Recent-Corporate-Update-on-March-19.html,2025-03-11 09:00:00+00:00,Capricor Therapeutics,earnings_releases_and_operating_results,"The predicted downward move of -1.51% may result from investor concerns about company performance or potential negative announcements during the conference call. This could lead to broader market implications, including reduced investor confidence and potential selling pressure in related sectors.",globenewswire_biotech,biotech,Conference Calls/ Webcasts,324.0,CAPR,2025-03-11 13:00:00+00:00,US/Eastern,"Company to Host Conference Call, March 19, 2025 at 4:30 p.m. ET Company to Host Conference Call, March 19, 2025 at 4:30 p.m. ET",DOWN,-1.514851335274079,company host conference march 19 2025 4 30 p m et company host conference march 19 2025 4 30 p m et,en,12.34000015258789,12.34000015258789,560.5800170898438,559.4000244140625,0.0,0.0,-1.17999267578125,-0.210494958758427,0.210494958758427,UP,1226700.0,pre_market
79985.0,https://finance.yahoo.com/quote/KIT.OL/,kitron receive eur 4 million contract defense airborne radar application,https://live.euronext.com/en/products/equities/company-news/2025-07-02-kitron-receive-eur-4-million-contract-defense-airborne,2025-07-02 12:53:00+00:00,KITRON,business_contracts,"The predicted upward move of +0.27% for Kitron ASA is primarily due to the significant order valued at EUR 4 million for electronics modules in a long-term defense program. This contract reinforces Kitron's market position and growth potential in the defense sector, which is increasingly crucial for national security. This positive development may attract investor interest, boosting stock price and enhancing the company's reputation within its industry",euronext,50202040 Electronic Equipment: Other,Additional regulated information required to be disclosed under the laws of a Member State,552.0,KIT.OL,2025-07-02 10:53:00+00:00,Europe/Paris,Company Announcement,UP,0.2693079609573804,02 jul 2025 12 53 c kitron asa 2025 07 02 kitron receive order value eur 4 million produce electronic module airborne radar application destine market contract award confirm position ability grow market share partner long term defense program say hans petter thomassen executive vice president nordic north america production carry kitron s exist european manufacturing capacity delivery schedule begin 2026 information contact peter nilsson president ceo tel 47 948 40 850 han petter thomassen vp nordic north amerika tel 47 91392360 email investorrelation kitron com mailto investorrelation kitron com kitron lead scandinavian electronic manufacturing service company connectivity electrification industry medical device defence aerospace sector group operation l,en,62.0,60.45000076293945,617.239990234375,620.4500122070312,-1.5499992370605469,-2.4999987694524948,3.21002197265625,0.5200605961122768,-3.020059365564772,DOWN,608239.0,regular_market
16483.0,https://www.google.com/finance/quote/NOTV:NASDAQ,inotiv inc announce change board composition,https://www.globenewswire.com/news-release/2023/10/16/2760610/0/en/Inotiv-Inc-Announces-Changes-to-its-Board-Composition.html,2023-10-16 08:00:00+00:00,Inotiv,management_changes,"1. The predicted upward move of +0.16% is likely due to investor confidence in Terry Coelho's expertise enhancing board leadership. 2. Potential market implications include strengthened corporate governance and strategic direction, which could boost investor trust and long-term growth expectations.",globenewswire_biotech,biotech,Directors and Officers,350.0,NOTV,2023-10-16 12:00:00+00:00,US/Eastern,"WEST LAFAYETTE, Ind., Oct.  16, 2023  (GLOBE NEWSWIRE) -- Inotiv, Inc. (Nasdaq: NOTV), a leading contract research organization, today announced the appointment of Terry Coelho to its Board of Directors. Ms. Coelho is replacing Richard A. Johnson PhD, who is leaving the Board as part of the Board’s succession planning. Ms. Coelho was also appointed to serve as a member of the Compensation Committee and the Audit Committee, and as a member and the Chair of the Nominating/Corporate Governance Committee of the Board.",UP,0.0015867019213426,west lafayette ind oct 16 2023 globe newswire inotiv inc nasdaq notv lead contract research organization today announce appointment terry coelho board director ms coelho replace richard johnson phd leave board board s succession planning ms coelho appoint serve member compensation committee audit committee member chair nominate corporate governance committee board,en,2.049999952316284,2.119999885559082,431.5,433.8200073242188,0.0699999332427978,3.4146309693180865,2.32000732421875,0.5376610253114137,2.8769699440066727,UP,549400.0,pre_market
19410.0,https://finance.yahoo.com/quote/NQ=F,equinor asa tilbakekjøp av egne aksjer,https://live.euronext.com/nb/products/equities/company-news/2024-10-29-equinor-asa-tilbakekjop-av-egne-aksjer,2024-10-29 08:00:00+00:00,Equinor ASA,changes_in_companys_own_shares,"The likely cause of the upward movement is Equinor ASA's share buyback program, which typically signals company confidence. The predicted upward move of +0.70% may increase investor interest and potentially lead to higher trading volumes.",euronext,60101000 Integrated Oil and Gas,Utsteders meldeplikt ved handel i egne aksjer,532.0,EQNR.OL,2024-10-29 07:00:00+00:00,Europe/Paris,Company Announcement,DOWN,0.7031980083086324,information visit investor calendar https nasdaqbaltic com statistic en calendar nasdaq baltic issuer service 370 525 31459 vilnius 371 672 12431 riga 372 640 8800 tallinn https www nasdaqbaltic com nasdaq baltic common exchange regulate market alternative market north operate nasdaq company baltic state e nasdaq tallinn nasdaq riga ab nasdaq vilnius,en,271.5,272.70001220703125,580.8300170898438,579.8499755859375,1.20001220703125,0.4419934464203499,-0.98004150390625,-0.1687312079386998,0.6107246543590497,UP,3166774.0,pre_market
59401.0,https://finance.yahoo.com/quote/OGE,tilbakekjøp egne obligasjon,https://live.euronext.com/nb/products/equities/company-news/2025-04-25-tilbakekjop-egne-obligasjoner,2025-04-25 15:30:00+00:00,Skudenes og Aakra Sparebank,changes_in_companys_own_shares,"The predicted upward move of +0.94% for Skudenes og Aakra Sparebank likely stems from the bank's decision to buy back its own bonds, signaling confidence in its financial position. This move can enhance investor sentiment and potentially reduce the yield on remaining bonds, indicating reduced risk. In the broader market, such actions may attract interest from other banks considering similar buybacks, potentially tightening",euronext,-,Annen informasjonspliktig regulatorisk informasjon,1457.0,OGE,2025-04-25 13:30:00+00:00,Europe/Paris,Company Announcement,UP,0.9357249682322664,25 apr 2025 15 30 c skudene og aakra sparebank skudenes aakra sparebank har kjøpt tilbake andeler eget lån skasb23 pro isin no0010917800 me forfallsdato 14 november 2025 utestående lånet før tilbakekjøp 360 mill nok bankens kjøp av egne obligasjoner 79 mill nok utestående lånet etter tilbakekjøp 281 mill nok denne informasjonen offentliggjøre henhold til kravene løpende forpliktelser kontaktperson økonomisjef assisterende banksjef håvard fidjeland epost hfi skudeaakra telefon 959 190 70 information access news oslo bor newsweb site information access news oslo bor newsweb site skudene og aakra sparebank oslo børs newspoint skudene aakra spb 21 25 frn skudenes aakr spb 21 perp frn c hybrid skudenes aakra spb 21 26 frn skudene aakra spb 23 27 frn skudene aakra spb 23 33 frn c sub skudene aakra spb 24 29 frn skudene aakra spb 24 28 frn no0010917800 no0011025744 no0011161499 no0012933532,no,44.97999954223633,44.84999847412109,546.6500244140625,550.6400146484375,-0.1300010681152343,-0.2890197186266377,3.989990234375,0.7298984827910232,-1.018918201417661,DOWN,945600.0,regular_market
