event,content,title,actual_side,price_change_percentage,market_cap,float_shares,avg_volume,beta,recent_volume,float_ratio,day_of_week,hour,combined_sentiment,prev_news_sentiment,volatility,days_since_event
regulatory_filings,company announcement 83 2024 prepayment realkredit danmark s pursuant 24 capital market act realkredit danmark s publish prepayment friday 8 november 2024 find datum attached file information available www rd dk sincerely executive management additional question address hella gebhardt rønnebæk chief analyst phone 45 4513 2068 attachment attachment bilag til selskabsmeddelelse nr 83 2024 xml nr 83_ekstraordinaere indfrielser_uk pdf,prepayment realkredit danmark s,DOWN,-0.1003031957271565,2068240896.0,16548415.0,450810.0,0.821,337200.0,0.0355729336206084,0,10,0.45,0.0,0.3599002389082649,238
financial_results,09 2025 13 22 c hafslund hafslund report profit tax nok 1 980 million quarter 2025 increase nok 384 million compare period year despite fact power price southern norway decrease hafslund deliver high profit quarter period year mainly high power production good production optimization positive value change power currency derivative quarter 2025 power production high 5 8 twh 0 7 twh high quarter 2024 power production 13 percent normal production quarter significantly milder winter 2025 mean heating demand oslo low compare 2024 contribute decrease district heating sale district heating sale 711 gwh quarter 2025 compare 796 gwh period 2024 th,hafslund good result quarter 2025,UP,0.6160687907732485,2068240896.0,66454795.0,450810.0,0.821,337200.0,0.0355729336206084,4,13,0.2066477272727273,0.0,0.2164136542203984,59
press_releases,02 dec 2024 07 30 cet carrefour attachment s voir document s joint s zie bijlage ver documento s em anexo 16165_1301291_communiqu_de_presse_renouvellement_rcf_dcembre_2024 pdf carrefour les echos carrefour fr0000120172 fr0000120172 4ca euronext,carrefour renouvelle et étend sa ligne de crédit syndiquée,DOWN,-0.9722180094246868,8651711488.0,515320794.0,450810.0,0.583,337200.0,0.0595628731626978,0,7,0.0,0.0,0.2267877638871799,217
conference_call_webinar,new haven conn oct 29 2024 globe newswire bioxcel therapeutics inc nasdaq btai biopharmaceutical company utilize artificial intelligence develop transformative medicine neuroscience today announce vimal mehta ph d ceo vincent j o neill m d executive vice president chief product development medical officer present thinkequity conference new york city presentation set wednesday october 30 2 p m et,bioxcel therapeutic present thinkequity conference,DOWN,-1.499248954662312,12057596.0,5544250.0,450810.0,-0.13,78500.0,0.4598138799807192,1,7,-0.0545454545454545,0.0,1.4611387995040117,251
conference_call_webinar,26 nov 2024 10 58 cet gentian diagnostic asa moss 26 november 2024 ceo gentian diagnostic mr matti heinonen today company presentation dnb nordic healthcare conference find presentation attach information contact njaal kind cfo gentian diagnostic e mail njaal kind gentian 47 919 06 525 information access news oslo bor newsweb site information access news oslo bor newsweb site 633165_2024 11 26 gdasa dnb healthcare pdf gentian diagnostic asa oslo børs newspoint gentian diagnostic asa no0010748866 gent oslo bør,gentian diagnostic present dnb nordic healthcare conference,DOWN,-0.9569323408671172,987033600.0,6336272.0,450810.0,0.352,337200.0,0.006419509933603,1,10,0.3999999999999999,0.0,0.4522081469344232,223
conference_call_webinar,malvern pa feb 27 2024 globe newswire annovis bio inc nyse anvs clinical stage drug platform company develop novel therapy neurodegenerative disease today announce panel participation international conference alzheimer s parkinson s disease ad pd 2024 take place lisbon portugal march 5 9 2024,annovis bio announce participation forum discussion ad pd 2024,DOWN,-0.6764314173224029,43851744.0,15624645.0,595065.0,1.618,805900.0,0.3563061254758761,1,8,0.0,0.0,0.9803637507941774,496
interim_information,10 jan 2025 15 24 cet thale attachment s voir document s joint s zie bijlage ver documento s em anexo 16165_1308423_bilan_semestriel_du_contrat_de_liquidit_au_31_dcembre_2024 pdf thale les echos thale fr0000121329 fr0000121329 ho 4ho euronext,thales bilan semestriel du contrat de liquidité au 31 décembre 2024,UP,0.4529574191528746,50533076992.0,88880076.0,450810.0,0.562,337200.0,0.0017588494762365,4,15,0.0,0.0,0.3326742450726773,177
changes_in_share_capital_and_votes,15 apr 2025 11 23 c idex biometric asa reference idex biometric asa s announcement 14 april 2025 notice large shareholding inadvertence announcement contain minor error shareholder new number share correct notification idex biometric asa disclose following behalf shareholder reference notice idex biometric 11 april 2025 extraordinary general meeting company subject registration share capital reduction resolve issue 3 000 000 000 share debt conversion increase number share company 3 831 594 232 close associate robert keith charles street international ltd subject registration capital reduction allocate 1 000 000 000 share debt conversion hold 1 000 000 000 share idex biometric represent 26 10 sh,correction mandatory notice shareholde,DOWN,-2.3809502184254883,170985120.0,645716289.0,450810.0,1.965,337200.0,3.776447266288435,1,11,0.0389610389610389,0.0,1.637560530847652,83
voting_rights,03 apr 2025 14 41 c high co information concern total number voting right share declaration pursuant article l 233 8 ii french commercial code 223 16 general regulation autorité des marchés financier amf date settlementof informationtotal number sharesnumber share voting right number voting right threshold calculation number actual voting right exercisable shareholder meeting march 31 202520 455 403809 38022 282 87521 473 495february 28 202520 455 403812 88622 282 79121 469 905january 31 202520 455 403818 98122 282 97721 463 996december 31 202420 455 403817 84522 282 77421 464 929 exclusively consist treasury share theoretical voting right calculate threshold crossing include voting right treasury share article 223 11 general regulation amf highco expert marketing communication highco support brand retaile,highco shareholde,DOWN,-2.0137323861594405,2068240896.0,66454795.0,450810.0,0.821,337200.0,0.0355729336206084,3,14,0.1410204081632652,0.0,0.1607896428429769,95
financial_results,petach tikva israel jan 29 2025 globe newswire polypid ltd nasdaq pypd polypid company late stage biopharma company aim improve surgical outcome today announce report fourth quarter year 2024 financial result operational highlight open u s financial market wednesday february 12 2025 company host conference webcast 8 30 eastern time discuss result provide update business operation,polypid report fourth quarter year 2024 financial result operational highlight february 12 2025,UP,5.775357038053935,35668152.0,4610773.0,450810.0,1.25,337200.0,0.1292686259719875,2,7,-0.0428571428571428,0.0,0.7135492327769177,159
exchange_announcement,information visit investor calendar https nasdaqbaltic com statistic en calendar nasdaq baltic issuer service 370 525 31459 vilnius 371 672 12431 riga 372 640 8800 tallinn https www nasdaqbaltic com nasdaq baltic common exchange regulate market alternative market north operate nasdaq company baltic state e nasdaq tallinn nasdaq riga ab nasdaq vilnius,nr 95 2024 ekstraordinære indfrielser ck93 pr 25 oktober 2024,DOWN,-0.2527457148707923,2068240896.0,66454795.0,450810.0,0.821,337200.0,0.0355729336206084,0,8,-0.3,0.0,0.3599002389082649,252
mergers_acquisitions,02 dec 2024 07 30 cet ato se paris france 2 décembre 2024 ato leader international de la transformation numérique du calcul haute performance et des infrastructures liées aux technologies de l information annonce aujourd hui avoir finalisé la vente de son activité worldgrid à alten sa alten pour une valeur d entreprise de 270 million d euro le groupe précédemment annoncé avoir signé un accord engageant le 5 novembre 2024 après être entré en négociation exclusive le 11 juin 2024 worldgrid fournit des services de conseil et d ingénierie aux entreprise dans le secteur de l énergie et des service public l entreprise emploie actuellement près de 1 100 employé et généré en 2023 un chiffre d affaire d environ 170 million d euro avec un portefeuille de client diversifié et historique alten est un acteur reconnu de l informatique et de l ingénierie avec une expertise et des offres de produit dans le secteur de l énergie et des service public,ato finalise la vente de worldgrid à alten pour une valeur d entreprise de 270 million d euro,UP,0.3120820329915292,582774912.0,14919544.0,450810.0,1.593,337200.0,0.0256008686935377,0,7,0.0,0.0,84.97346723582136,217
changes_in_companys_own_shares,23 dec 2024 14 55 cet arkema regulatory news conformément à la réglementation applicable arkema paris ake déclare avoir effectué les opération d achat d action suivante dans les condition de l article 5 2 du règlement ue n 596 2014 entre le 17 décembre et le 20 décembre 2024 nom de l émetteur code identifiant de l émetteur jour de la transaction code identifiant de l instrument financier volume total journali en nombre de titre prix pondéré moyen journali d acquisition code identifiant marché arkema 9695000ehms84kkp2785 12 17 2024 fr0010313833 7000 72 8803 xpar arkema 9695000ehms84kkp2785 12 18 2024 fr0010313833 5000 72 5681 xpar arkema 9695000ehms84kkp2785 12 19 2024 fr0010313833 7000 70 9821 xpar arkema 9695000ehms84kkp2785 12 20 2024 fr0010313833 7000 70 0541 xpar total 26 000 71 5483 les information détaillées peuvent être consultées sur le site internet du,arkema déclaration des transaction sur action propre réalisées du 17 décembre au 20 décembre 2024,UP,0.070764927506715,4635069440.0,52946048.0,450810.0,1.019,337200.0,0.0114229244427457,0,14,0.05,0.0,0.3342050277283376,195
mergers_acquisitions,lahti helsinki 10 february 2025 hedin automotive retail oy wetteri auto oy subsidiary wetteri oyj sign agreement wetteri acquire kia mitsubishi operation lahti agreement include sale aftermarket service kia mitsubishi operate tupalankatu systematically expand kia mitsubishi business location acquisition strengthen wetteri s position open opportunity negotiate new brand representation lahti area tell ceo wetteri oyj aarne simula sale kia mitsubishi operation lahti continue hedin automotive s long term network optimization plan proud achievement kia mitsubishi dealer lahti like opportunity thank staff customer trust believe wetteri provide strong platform development continue offer excellent servic,hedin automotive wetteri agree sale purchase kia mitsubishi dealership lahti,UP,0.2891974383425974,5251026432.0,121427317.0,450810.0,4.953,337200.0,0.0231244916727168,0,10,0.3866161616161616,0.0,1.0436036028774471,147
annual_general_meeting,information visit investor calendar https nasdaqbaltic com statistic en calendar nasdaq baltic issuer service 370 525 31459 vilnius 371 672 12431 riga 372 640 8800 tallinn https www nasdaqbaltic com nasdaq baltic common exchange regulate market alternative market north operate nasdaq company baltic state e nasdaq tallinn nasdaq riga ab nasdaq vilnius,nomination committee cellavision annual general meeting 2025,DOWN,-0.4056795131845842,4331432448.0,19817058.0,450810.0,1.226,337200.0,0.0045751742034324,2,8,-0.1249999999999999,-0.1249999999999999,0.4410879139238441,250
observation_status,16 jun 2025 08 30 c eam solar currently follow company place recovery box barramundi group ltd 09 09 2024 alternu energy plc 19 11 2024 seacr petroleo bermuda limit 13 01 2025 recovery box special compartment euronext oslo børs place security issuer subject circumstance pricing security particularly uncertain recovery box regulate section 2 9 2 oslo rule book ii oslo børs euronext expand section 3 8 2 euronext growth oslo rule book ii relevant security remain recovery box circumstance allocation recovery box long present currently follow company place penalty bench solis bond company dac 02 05 2024 alternu energy plc 03 06 2024 barramundi group ltd 03 06 2024 eam solar 06 09 2024 seacr petroleo bermuda limit 02,oslo børs status company place recovery box penalty bench,UP,4.712041536261136,21113282.0,7634746.0,450810.0,0.312,337200.0,0.3616086783665372,0,8,0.0883928571428571,0.0,7.646945676161618,21
annual_general_meeting,nasdaq omx copenhagen s public announcement 571march 17th 2025 clarification information notice annual general meeting glunz jensen hold s glunz jensen hold s shortly announce notice annual general meeting glunz jensen hold s hold april 9th 2025 board director announce notice include proposal follow selandia park s wholly own subsidiary glunz jensen hold s demonstrate significant development profitability past year approx 17 000 m2 rental property march 1st 2025 sublease long term tenant position company potential candidate strategic consideration board director propose following approve annual general meeting april 9th 2025 board director glunz jensen hold s receive mandate follow glunz jensen hold s initiate fo,clarification annual general meeting,UP,0.0,112921216.0,708143.0,450810.0,0.015,337200.0,0.0062711244625633,0,9,0.0729166666666666,0.0,0.3599002389082649,112
business_contracts,february 04 2025 03 00 et source nokia oyj nokia oyj press release t extend voice core relationship nokia drive new service fast deployment time operational efficiency 4 february 2025 espoo finland t extend voice core relationship nokia multi year expansion deal support u s operator deliver vision securely provide customer focus network automation drive new service fast deployment time operational efficiency t evolve current nokia ims voice core include voice new radio vonr update ims voice core fully cloud native architecture enable flexible scaling increase automation improve t s time market new service yield great cost saving yigal elbaz senior vice president technology network service t say focused execution investment t continue excellent pro,t extend voice core relationship nokia drive new service fast deployment time operational efficiency,UP,0.0,27972386816.0,4667064115.0,450810.0,0.596,337200.0,0.1668454017063168,1,3,0.2901515151515151,0.0,0.3148684160333646,153
changes_in_companys_own_shares,january 14 2025 15 30 et source nokia oyj nokia oyj nokia oyjpörssitiedote14 01 2025 klo 22 30 nokia oyj omien osakkeiden takaisinosto 14 01 2025 espoo nokia oyj lei 549300a0jprwg1ki7u06 14 01 2025 hankkinut omia osakkeitaan isin fi0009000681 omistukseensa seuraavasti kahden desimaalin tarkkuuteen pyöristettynä nokia ilmoitti 22 marraskuuta 2024 että yhtiön hallitus käynnistämässä osakkeidensa takaisinosto ohjelman kompensoidakseen infinera corporationin osakkeenomistajille annettavien osakkeiden sekä infinera corporationin tiettyjen osakepohjaisten kannustimien laimennusvaikutusta takaisinostot noudattaen euroopan parlamentin ja neuvoston antamaa markkinoiden väärinkäyttöasetusta eu 596 2014 mar euroopan komission delegoitua asetusta eu 2016 1052 ja nokian varsinaisen yhtiökokouksen 3 huhtikuuta 2024 antaman valtuutuksen perusteella alkoivat 25 marraskuuta 2024 ja päättyvät viimeistään 31 joulukuuta 2025 ohjelman tavoitteena,nokia oyj omien osakkeiden takaisinosto 14 01 2025,UP,0.222227308485243,27972386816.0,4667064115.0,450810.0,0.596,337200.0,0.1668454017063168,1,15,0.0,0.2901515151515151,0.3148684160333646,173
earnings_releases_and_operating_results,november 14 2024 01 30 et source nkt s nkt s company announcement 14 november 2024announcement 34 nkt s interim report q1 q3 2024 organic growth record high ebitda q3 2024 nkt ceo claes westerlind say q3 2024 continue execution high voltage order backlog ongoing investment seven production site positively impact financial performance deliver double digit revenue growth eighth consecutive quarter record high quarterly operational ebitda eur 93 m despite impact non recur cost relate integration solidal constantly strengthen market position pure play power cable solution provider business line position benefit robust demand drive energy transition enhance nkt s value generation customer shareholder financial h,nkt s interim report q1 q3 2024 organic growth record high ebitda q3 2024,UP,0.321285140562249,26885601280.0,50890073.0,450810.0,1.078,337200.0,0.0018928374511696,3,1,0.1081558441558441,0.0,0.3470790545472721,235
partnerships,11 mar 2025 14 00 cet ato se dans le cadre de cette nouvelle collaboration stratégique eviden distribuera la solution ai supercluster de supermicro intégrant le nvidia gb200 nvl72 en amérique du sud en europe en inde et au moyen orient paris france 11 mar 2025 eviden la ligne d activités du groupe atos leader dans le digital le cloud le big datum et la sécurité annonce aujourd hui une collaboration stratégique avec supermicro pour distribuer son ai superclust avec les solutions nvidia gb200 nvl72 en amérique du sud en europe en inde et au moyen orient cette collaboration souligne l engagement des deux sociétés à faire progresser les capacités d ia des entreprise et à fournir des solution innovante pour répondre à la demande grandissante d entraînement et d inférence de modèle d ia à mille milliards de paramètres nvidia gb200 nvl72 associe 36 cpu nvidia grace et 72 gpu nvidia blackwell connectées nvidia nvlink dans un rack unique puis,eviden et supermicro s allient pour renforcer les capacités d ia des entreprise,DOWN,-4.78333217143746,582774912.0,14919544.0,450810.0,1.593,337200.0,0.0256008686935377,1,14,0.125,0.0,84.97346723582136,118
changes_in_companys_own_shares,22 apr 2025 09 43 c schibste asa 22 4 2025 09 43 15 c schibste acquisition disposal issuer s share information transaction buyback programme announce 10 march 2025 date repurchase programme announce 10 march 2025 duration repurchase programme buyback programme plan finalise 15 august 2025 3 november 2025 size repurchase programme purchase split 50 50 nominal term b share buy nok 1 billion share class period 15 21 april 2025 schibste purchase total 40 000 share average price nok 311 2403 share total 42 000 b share average price nok 294 5303 share share date trading venue aggregate weight total daily daily volume average share,schibste asa scha schb repurchase share,DOWN,-2.095240032862104,74315595776.0,149678416.0,450810.0,0.905,337200.0,0.0020140915838333,1,9,-0.0562499999999999,0.0,0.3599002389082649,76
financial_results,24 apr 2025 06 00 c autostore holdings ltd q1 2025 overview order intake usd 141 2 million 1 qoq 22 yoy revenue usd 85 9 million 47 qoq 37 yoy gross margin 74 1 0 pp qoq 1 3 p p yoy adj ebitda margin 24 22 2 p p qoq 21 1 p p yoy nedre vat 24 april 2025 autostore holdings ltd autostore ose auto robot technology company invent continue pioneer cube storage automation today release quarterly update quarter end 31 march 2025 amid ongoing geopolitical macroeconomic volatility autostore report q1 2025 revenue usd 85 9 million order intake usd 141 2 million indicate q4 2024 update quarter reflect soft start year influence grow adoption autostore service broad uncertainty impact global commerce autostore service project successfully deliver quarter,autostore q1 2025 financial result,DOWN,-4.78333217143746,21822095360.0,957663394.0,450810.0,2.048,337200.0,0.0438850338705512,3,6,0.1520833333333333,0.0,0.6280777220040282,74
